ID,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Country,Monetary,Frequency,Recency
6721,7/29/2013,572,19,286,50,38,248,6,3,5,3,CA,1213,14,21
,,,,,,,,,,,,,0,0,
5204,6/29/2013,380,98,733,110,112,28,8,8,5,3,SP,1461,21,21
,,,,,,,,,,,,,0,0,
5209,6/17/2013,443,5,71,21,16,82,8,2,7,7,SA,638,17,21
,,,,,,,,,,,,,0,0,
10128,6/8/2013,620,16,165,0,24,82,5,5,12,5,CA,907,22,21
,,,,,,,,,,,,,0,0,
9284,6/8/2013,620,16,165,0,24,82,5,5,12,5,SP,907,22,21
,,,,,,,,,,,,,0,0,
8643,5/26/2013,252,98,827,219,70,196,4,5,12,3,IND,1662,21,21
,,,,,,,,,,,,,0,0,
1685,3/17/2013,796,14,590,38,44,0,4,5,13,3,CA,1482,22,21
,,,,,,,,,,,,,0,0,
2877,1/21/2013,410,0,59,19,9,44,7,1,8,7,SA,541,16,21
,,,,,,,,,,,,,0,0,
8369,11/8/2012,1,2,7,4,3,11,0,1,2,8,SP,28,3,21
,,,,,,,,,,,,,0,0,
6233,9/7/2012,507,19,364,25,47,9,9,5,10,7,SP,971,24,21
,,,,,,,,,,,,,0,0,
195,8/26/2012,125,17,52,3,19,30,5,1,4,8,SP,246,10,21
,,,,,,,,,,,,,0,0,
1501,8/4/2012,55,16,1622,17,3,4,0,28,1,0,US,1717,29,21
,,,,,,,,,,,,,0,0,
10846,5/29/2014,327,9,125,25,4,139,7,1,8,7,CA,629,16,22
,,,,,,,,,,,,,0,0,
8341,4/30/2014,15,0,6,0,1,12,1,1,2,7,SP,34,4,22
,,,,,,,,,,,,,0,0,
10766,4/11/2014,397,19,69,12,0,9,4,4,8,2,SP,506,16,22
,,,,,,,,,,,,,0,0,
9971,4/11/2014,397,19,69,12,0,9,4,4,8,2,SA,506,16,22
,,,,,,,,,,,,,0,0,
1740,4/7/2014,760,38,104,50,9,38,7,3,4,4,SP,999,14,22
,,,,,,,,,,,,,0,0,
8737,4/5/2014,29,1,9,2,0,2,2,0,3,3,SP,43,5,22
,,,,,,,,,,,,,0,0,
6466,3/12/2014,105,0,9,2,1,4,2,1,4,3,SP,121,7,22
,,,,,,,,,,,,,0,0,
10430,10/9/2013,1126,28,211,37,28,42,4,3,4,5,AUS,1472,11,22
,,,,,,,,,,,,,0,0,
8773,6/25/2013,280,0,18,0,0,24,5,1,6,7,US,322,12,22
,,,,,,,,,,,,,0,0,
2371,4/13/2013,39,1,22,3,4,12,2,0,4,7,GER,81,6,22
,,,,,,,,,,,,,0,0,
7786,2/13/2013,68,7,59,10,5,11,3,1,4,8,SP,160,8,22
,,,,,,,,,,,,,0,0,
4088,12/6/2012,108,1,28,13,1,4,3,1,4,8,SP,155,8,22
,,,,,,,,,,,,,0,0,
4971,12/6/2012,108,1,28,13,1,4,3,1,4,8,SA,155,8,22
,,,,,,,,,,,,,0,0,
10560,6/16/2014,16,1,2,0,0,1,1,0,3,5,SP,20,4,23
,,,,,,,,,,,,,0,0,
6892,6/3/2014,641,7,56,0,0,28,10,4,6,8,SP,732,20,23
,,,,,,,,,,,,,0,0,
11004,5/17/2014,8,0,5,7,0,2,1,0,2,4,SA,22,3,23
,,,,,,,,,,,,,0,0,
1818,3/25/2014,25,0,8,0,1,4,2,0,2,9,CA,38,4,23
,,,,,,,,,,,,,0,0,
9485,3/10/2014,102,9,49,24,3,12,2,1,6,4,SA,199,9,23
,,,,,,,,,,,,,0,0,
6646,3/1/2014,3,0,5,13,0,1,1,0,3,6,CA,22,4,23
,,,,,,,,,,,,,0,0,
4248,2/17/2014,1000,19,711,125,115,38,4,6,9,1,SP,2008,19,23
,,,,,,,,,,,,,0,0,
7451,2/17/2014,1000,19,711,125,115,38,4,6,9,1,SP,2008,19,23
,,,,,,,,,,,,,0,0,
7861,2/5/2014,820,57,242,45,0,11,8,3,6,4,SP,1175,17,23
,,,,,,,,,,,,,0,0,
5232,1/27/2014,86,12,75,33,15,6,4,1,5,4,SP,227,10,23
,,,,,,,,,,,,,0,0,
3011,1/27/2014,86,12,75,33,15,6,4,1,5,4,SA,227,10,23
,,,,,,,,,,,,,0,0,
5758,1/14/2014,1074,0,69,0,0,46,10,4,13,6,SP,1189,27,23
,,,,,,,,,,,,,0,0,
2173,10/16/2013,13,6,7,0,3,3,1,0,3,6,SP,32,4,23
,,,,,,,,,,,,,0,0,
10711,10/2/2013,217,77,373,111,23,93,3,6,12,1,SA,894,21,23
,,,,,,,,,,,,,0,0,
2782,7/11/2013,352,0,27,10,0,15,6,1,7,6,SP,404,14,23
,,,,,,,,,,,,,0,0,
9432,6/2/2013,9,14,18,8,1,12,3,1,3,6,SA,62,7,23
,,,,,,,,,,,,,0,0,
5872,6/1/2013,240,90,216,63,6,24,4,4,10,3,US,639,18,23
,,,,,,,,,,,,,0,0,
11187,5/20/2013,2,8,10,12,14,23,2,1,3,5,CA,69,6,23
,,,,,,,,,,,,,0,0,
2428,5/4/2013,3,18,26,11,8,12,2,0,4,7,GER,78,6,23
,,,,,,,,,,,,,0,0,
1726,3/18/2013,3,9,15,13,2,39,1,1,2,9,SP,81,4,23
,,,,,,,,,,,,,0,0,
1802,1/17/2013,412,5,119,38,29,77,3,3,12,2,SP,680,18,23
,,,,,,,,,,,,,0,0,
1162,1/10/2013,124,83,267,85,59,35,5,2,11,5,SP,653,18,23
,,,,,,,,,,,,,0,0,
10643,1/10/2013,124,83,267,85,59,35,5,2,11,5,AUS,653,18,23
,,,,,,,,,,,,,0,0,
11112,12/3/2012,736,114,279,82,76,190,5,6,8,3,SP,1477,19,23
,,,,,,,,,,,,,0,0,
2114,11/24/2012,1006,22,115,59,68,45,7,6,12,3,US,1315,25,23
,,,,,,,,,,,,,0,0,
4261,11/24/2012,1006,22,115,59,68,45,7,6,12,3,SA,1315,25,23
,,,,,,,,,,,,,0,0,
2457,10/26/2012,8,4,5,15,2,11,1,0,3,7,SP,45,4,23
,,,,,,,,,,,,,0,0,
2495,6/20/2014,217,38,350,111,85,15,4,7,10,1,SP,816,21,24
,,,,,,,,,,,,,0,0,
6983,5/1/2014,23,2,17,2,1,0,2,0,3,7,IND,45,5,24
,,,,,,,,,,,,,0,0,
3436,1/26/2014,11,0,5,2,1,1,1,0,3,7,SP,20,4,24
,,,,,,,,,,,,,0,0,
7505,1/19/2014,22,1,9,0,0,14,1,1,2,4,SP,46,4,24
,,,,,,,,,,,,,0,0,
4286,1/9/2014,580,6,58,8,0,27,7,6,6,4,IND,679,19,24
,,,,,,,,,,,,,0,0,
7224,12/29/2013,10,0,10,3,1,7,1,1,2,8,IND,31,4,24
,,,,,,,,,,,,,0,0,
6215,12/29/2013,10,0,10,3,1,7,1,1,2,8,SA,31,4,24
,,,,,,,,,,,,,0,0,
968,12/26/2013,112,19,21,16,14,5,4,1,4,7,AUS,187,9,24
,,,,,,,,,,,,,0,0,
4096,12/26/2013,112,19,21,16,14,5,4,1,4,7,US,187,9,24
,,,,,,,,,,,,,0,0,
3153,12/8/2013,11,0,4,0,0,2,1,0,2,8,SA,17,3,24
,,,,,,,,,,,,,0,0,
6504,11/20/2013,2,5,9,28,6,28,2,1,3,5,SP,78,6,24
,,,,,,,,,,,,,0,0,
5329,9/27/2013,8,0,3,0,0,0,0,0,3,5,AUS,11,3,24
,,,,,,,,,,,,,0,0,
1175,9/20/2013,88,39,54,64,28,153,3,5,3,6,SP,426,11,24
,,,,,,,,,,,,,0,0,
1377,8/31/2013,182,4,33,0,0,66,4,1,5,7,SA,285,10,24
,,,,,,,,,,,,,0,0,
4607,8/23/2013,227,23,389,42,21,75,4,5,7,2,SP,777,16,24
,,,,,,,,,,,,,0,0,
4944,8/23/2013,227,23,389,42,21,75,4,5,7,2,SP,777,16,24
,,,,,,,,,,,,,0,0,
9483,8/19/2013,290,59,177,77,5,29,4,6,8,3,CA,637,18,24
,,,,,,,,,,,,,0,0,
1378,7/24/2013,284,16,160,84,16,134,7,4,6,6,SA,694,17,24
,,,,,,,,,,,,,0,0,
5991,6/8/2013,173,2,39,3,2,47,5,1,4,7,GER,266,10,24
,,,,,,,,,,,,,0,0,
2807,2/16/2013,656,38,161,62,47,37,8,9,7,7,SP,1001,24,24
,,,,,,,,,,,,,0,0,
1052,2/16/2013,656,38,161,62,47,37,8,9,7,7,AUS,1001,24,24
,,,,,,,,,,,,,0,0,
9760,1/25/2013,953,0,71,0,0,174,10,5,10,8,SA,1198,25,24
,,,,,,,,,,,,,0,0,
7101,1/25/2013,953,0,71,0,0,174,10,5,10,8,SP,1198,25,24
,,,,,,,,,,,,,0,0,
9909,11/9/2012,3,18,14,15,22,50,3,1,3,9,AUS,122,7,24
,,,,,,,,,,,,,0,0,
5907,11/3/2012,8,0,8,0,0,2,1,0,2,8,SP,18,3,24
,,,,,,,,,,,,,0,0,
793,10/6/2012,18,3,17,3,0,4,2,0,3,9,AUS,45,5,24
,,,,,,,,,,,,,0,0,
8832,9/12/2012,37,5,56,12,8,5,3,0,4,7,GER,123,7,24
,,,,,,,,,,,,,0,0,
2535,8/18/2012,163,0,480,0,126,75,6,5,8,9,SP,844,19,24
,,,,,,,,,,,,,0,0,
1523,5/7/2014,69,2,15,2,2,6,2,0,4,5,SA,96,6,25
,,,,,,,,,,,,,0,0,
1839,4/21/2014,56,7,48,10,2,18,3,0,4,7,IND,141,7,25
,,,,,,,,,,,,,0,0,
9972,4/13/2014,38,0,2,0,0,6,1,0,3,7,SA,46,4,25
,,,,,,,,,,,,,0,0,
2945,4/13/2014,38,0,2,0,0,6,1,0,3,7,CA,46,4,25
,,,,,,,,,,,,,0,0,
9291,3/23/2014,8,2,4,0,0,1,0,0,3,5,SP,15,3,25
,,,,,,,,,,,,,0,0,
2829,3/10/2014,626,0,70,0,7,28,9,3,8,6,CA,731,20,25
,,,,,,,,,,,,,0,0,
8594,1/28/2014,112,0,6,2,1,14,3,1,3,6,SP,135,7,25
,,,,,,,,,,,,,0,0,
1592,1/24/2014,547,99,812,151,82,33,4,6,5,1,CA,1724,15,25
,,,,,,,,,,,,,0,0,
4310,1/22/2014,507,93,520,242,40,26,5,10,5,1,AUS,1428,20,25
,,,,,,,,,,,,,0,0,
6950,12/15/2013,35,1,16,0,1,1,2,0,3,7,CA,54,5,25
,,,,,,,,,,,,,0,0,
8492,11/9/2013,795,0,545,95,58,0,8,4,10,6,SP,1493,22,25
,,,,,,,,,,,,,0,0,
5684,10/11/2013,56,0,9,0,0,3,2,0,3,7,SP,68,5,25
,,,,,,,,,,,,,0,0,
5909,9/19/2013,895,10,101,13,0,152,3,4,8,8,GER,1171,15,25
,,,,,,,,,,,,,0,0,
9855,8/25/2013,899,0,101,0,0,20,6,6,13,4,SP,1020,25,25
,,,,,,,,,,,,,0,0,
975,5/28/2013,178,4,26,8,4,44,4,1,5,6,AUS,264,10,25
,,,,,,,,,,,,,0,0,
8754,5/16/2013,14,0,3,0,0,3,1,0,2,7,SP,20,3,25
,,,,,,,,,,,,,0,0,
1456,4/1/2013,265,199,303,234,9,170,10,2,12,7,IND,1180,24,25
,,,,,,,,,,,,,0,0,
2849,4/1/2013,265,199,303,234,9,170,10,2,12,7,CA,1180,24,25
,,,,,,,,,,,,,0,0,
9984,3/27/2013,349,16,144,28,5,182,8,5,4,8,SP,724,17,25
,,,,,,,,,,,,,0,0,
5527,2/13/2013,4,12,11,3,13,15,2,0,3,8,SP,58,5,25
,,,,,,,,,,,,,0,0,
5628,2/8/2013,848,154,323,201,61,78,10,3,10,6,US,1665,23,25
,,,,,,,,,,,,,0,0,
7627,12/12/2012,817,183,797,106,163,20,5,11,5,2,SP,2086,21,25
,,,,,,,,,,,,,0,0,
1351,9/20/2012,962,12,194,16,24,12,7,8,13,6,SP,1220,28,25
,,,,,,,,,,,,,0,0,
10395,8/22/2012,1,45,3,4,6,42,3,1,3,8,SP,101,7,25
,,,,,,,,,,,,,0,0,
6961,5/22/2014,1,1,5,0,3,1,1,0,2,8,SP,11,3,26
,,,,,,,,,,,,,0,0,
10196,3/12/2014,212,123,177,15,64,23,8,2,8,4,US,614,18,26
,,,,,,,,,,,,,0,0,
6182,2/10/2014,11,4,20,10,3,5,2,0,4,6,US,53,6,26
,,,,,,,,,,,,,0,0,
10432,1/30/2014,2,0,9,3,6,2,1,0,3,8,CA,22,4,26
,,,,,,,,,,,,,0,0,
1542,12/30/2013,347,0,35,4,3,7,4,2,8,5,US,396,14,26
,,,,,,,,,,,,,0,0,
4220,11/2/2013,73,0,13,0,1,0,2,1,3,3,CA,87,6,26
,,,,,,,,,,,,,0,0,
4141,8/21/2013,426,49,127,111,21,42,8,2,10,4,US,776,20,26
,,,,,,,,,,,,,0,0,
1940,7/12/2013,1,3,4,2,2,6,1,0,2,8,AUS,18,3,26
,,,,,,,,,,,,,0,0,
1506,6/28/2013,48,9,45,3,15,20,2,1,4,6,SP,140,7,26
,,,,,,,,,,,,,0,0,
6347,6/27/2013,1,1,4,11,9,10,1,0,3,8,SP,36,4,26
,,,,,,,,,,,,,0,0,
1361,6/4/2013,1076,68,103,29,91,68,3,4,8,1,SP,1435,15,26
,,,,,,,,,,,,,0,0,
9422,5/31/2013,36,2,42,20,21,10,2,1,4,3,AUS,131,7,26
,,,,,,,,,,,,,0,0,
1081,3/27/2013,733,9,180,12,19,66,6,3,5,4,SA,1019,14,26
,,,,,,,,,,,,,0,0,
7458,3/6/2013,39,2,25,4,3,24,3,0,3,8,AUS,97,6,26
,,,,,,,,,,,,,0,0,
1012,2/18/2013,523,7,134,37,14,169,8,2,10,7,AUS,884,20,26
,,,,,,,,,,,,,0,0,
5453,9/26/2012,1083,108,649,253,151,108,4,7,12,2,SA,2352,23,26
,,,,,,,,,,,,,0,0,
6818,9/12/2012,98,0,106,49,10,106,5,1,5,6,SP,369,11,26
,,,,,,,,,,,,,0,0,
7807,9/12/2012,98,0,106,49,10,106,5,1,5,6,SP,369,11,26
,,,,,,,,,,,,,0,0,
7532,8/30/2012,99,2,11,4,0,16,3,0,4,8,GER,132,7,26
,,,,,,,,,,,,,0,0,
8346,8/19/2012,138,15,35,25,11,72,6,2,2,9,SP,296,10,26
,,,,,,,,,,,,,0,0,
5564,8/9/2012,509,133,497,78,24,97,7,5,6,4,AUS,1338,18,26
,,,,,,,,,,,,,0,0,
3267,6/25/2014,527,0,21,0,0,60,8,1,8,6,CA,608,17,27
,,,,,,,,,,,,,0,0,
3091,5/2/2014,340,21,134,258,14,56,7,5,8,4,SA,823,20,27
,,,,,,,,,,,,,0,0,
762,5/2/2014,340,21,134,258,14,56,7,5,8,4,SP,823,20,27
,,,,,,,,,,,,,0,0,
8029,4/29/2014,1184,32,352,21,16,16,3,4,7,1,US,1621,14,27
,,,,,,,,,,,,,0,0,
4376,2/15/2014,10,24,15,13,1,30,2,1,3,7,SP,93,6,27
,,,,,,,,,,,,,0,0,
10981,2/2/2014,434,137,400,45,137,45,3,4,10,1,SA,1198,17,27
,,,,,,,,,,,,,0,0,
486,2/2/2014,434,137,400,45,137,45,3,4,10,1,CA,1198,17,27
,,,,,,,,,,,,,0,0,
1158,1/5/2014,102,1,15,2,0,24,3,0,4,7,SP,144,7,27
,,,,,,,,,,,,,0,0,
9119,12/5/2013,208,17,76,36,17,38,3,3,7,2,US,392,13,27
,,,,,,,,,,,,,0,0,
6694,11/25/2013,438,66,400,12,38,114,8,3,13,4,SP,1068,24,27
,,,,,,,,,,,,,0,0,
10573,11/18/2013,125,16,98,134,21,27,6,7,4,3,IND,421,17,27
,,,,,,,,,,,,,0,0,
10140,9/28/2013,1308,0,396,23,0,0,5,7,4,3,IND,1727,16,27
,,,,,,,,,,,,,0,0,
2286,9/10/2013,64,1,21,0,1,27,2,1,3,6,CA,114,6,27
,,,,,,,,,,,,,0,0,
8420,8/3/2013,7,4,13,15,8,17,2,0,4,5,SP,64,6,27
,,,,,,,,,,,,,0,0,
10065,8/3/2013,7,4,13,15,8,17,2,0,4,5,SP,64,6,27
,,,,,,,,,,,,,0,0,
1029,8/1/2013,200,5,44,0,10,20,5,1,5,5,SP,279,11,27
,,,,,,,,,,,,,0,0,
4207,5/1/2013,1001,44,107,58,44,44,6,7,11,2,SP,1298,24,27
,,,,,,,,,,,,,0,0,
10277,2/21/2013,36,0,2,0,0,4,1,0,3,7,SP,42,4,27
,,,,,,,,,,,,,0,0,
4436,2/20/2013,18,42,24,15,20,18,2,1,4,7,SP,137,7,27
,,,,,,,,,,,,,0,0,
2929,2/20/2013,18,42,24,15,20,18,2,1,4,7,SP,137,7,27
,,,,,,,,,,,,,0,0,
6281,2/14/2013,673,0,199,37,47,26,6,3,5,4,SP,982,14,27
,,,,,,,,,,,,,0,0,
10390,2/10/2013,6,7,4,3,4,6,1,0,3,6,SP,30,4,27
,,,,,,,,,,,,,0,0,
2574,1/31/2013,1050,12,144,0,0,24,6,4,8,5,SP,1230,18,27
,,,,,,,,,,,,,0,0,
709,12/9/2012,787,20,204,0,0,92,2,2,11,8,SA,1103,15,27
,,,,,,,,,,,,,0,0,
5955,11/17/2012,833,33,549,151,133,233,4,3,8,3,SP,1932,15,27
,,,,,,,,,,,,,0,0,
8486,10/1/2012,284,0,52,8,3,20,9,0,4,10,SP,367,13,27
,,,,,,,,,,,,,0,0,
10343,9/29/2012,605,91,399,0,45,205,3,6,8,3,IND,1345,17,27
,,,,,,,,,,,,,0,0,
6652,6/9/2014,227,151,573,98,54,31,3,4,9,1,CA,1134,16,28
,,,,,,,,,,,,,0,0,
8746,4/5/2014,800,0,297,0,34,57,2,5,10,6,SP,1188,17,28
,,,,,,,,,,,,,0,0,
4686,4/2/2014,861,31,558,62,95,79,6,5,13,2,SP,1686,24,28
,,,,,,,,,,,,,0,0,
3551,3/29/2014,62,1,57,19,11,48,2,1,5,2,SP,198,8,28
,,,,,,,,,,,,,0,0,
4338,3/25/2014,23,0,9,0,0,12,1,0,3,4,SP,44,4,28
,,,,,,,,,,,,,0,0,
4444,3/24/2014,11,0,16,7,6,21,2,0,3,8,SP,61,5,28
,,,,,,,,,,,,,0,0,
498,2/2/2014,25,0,22,2,3,5,1,0,4,5,SP,57,5,28
,,,,,,,,,,,,,0,0,
8230,1/23/2014,22,2,31,7,4,5,2,0,3,7,SP,71,5,28
,,,,,,,,,,,,,0,0,
2826,10/28/2013,25,0,8,2,0,2,2,0,3,7,SP,37,5,28
,,,,,,,,,,,,,0,0,
6222,10/28/2013,25,0,8,2,0,2,2,0,3,7,SP,37,5,28
,,,,,,,,,,,,,0,0,
7352,10/21/2013,161,28,136,32,3,45,3,4,6,3,CA,405,13,28
,,,,,,,,,,,,,0,0,
10928,9/16/2013,315,4,62,41,31,146,7,1,7,5,SP,599,15,28
,,,,,,,,,,,,,0,0,
10736,9/12/2013,522,0,522,227,120,134,6,9,5,2,CA,1525,20,28
,,,,,,,,,,,,,0,0,
10163,9/10/2013,712,50,420,65,38,38,8,4,7,4,SP,1323,19,28
,,,,,,,,,,,,,0,0,
6168,7/15/2013,33,0,5,0,0,15,1,1,2,4,IND,53,4,28
,,,,,,,,,,,,,0,0,
4656,3/30/2013,342,32,230,34,32,40,10,5,4,9,SA,710,19,28
,,,,,,,,,,,,,0,0,
626,3/9/2013,22,2,12,0,2,5,1,0,3,4,US,43,4,28
,,,,,,,,,,,,,0,0,
3870,2/9/2013,359,35,314,93,116,89,7,3,13,4,GER,1006,23,28
,,,,,,,,,,,,,0,0,
6299,1/2/2013,324,48,186,39,18,198,6,8,4,7,CA,813,18,28
,,,,,,,,,,,,,0,0,
7798,12/14/2012,233,20,57,8,20,91,7,1,5,7,CA,429,13,28
,,,,,,,,,,,,,0,0,
9973,10/17/2012,370,9,92,6,9,4,7,1,8,7,SP,490,16,28
,,,,,,,,,,,,,0,0,
4299,9/21/2012,1001,17,572,93,125,17,11,11,5,7,SP,1825,27,28
,,,,,,,,,,,,,0,0,
10971,9/3/2012,173,8,107,7,2,176,7,2,3,9,SP,473,12,28
,,,,,,,,,,,,,0,0,
9931,6/23/2014,5,0,1,1,1,1,0,0,0,19,SP,9,0,29
,,,,,,,,,,,,,0,0,
6679,6/12/2014,10,3,3,0,0,0,0,0,3,3,SP,16,3,29
,,,,,,,,,,,,,0,0,
5961,6/7/2014,8,4,20,6,3,16,1,0,3,5,SP,57,4,29
,,,,,,,,,,,,,0,0,
6255,6/3/2014,138,39,63,55,18,21,4,1,7,2,AUS,334,12,29
,,,,,,,,,,,,,0,0,
8614,5/12/2014,245,19,125,37,67,14,4,2,10,2,AUS,507,16,29
,,,,,,,,,,,,,0,0,
7828,4/30/2014,68,129,396,188,22,15,3,3,5,1,SA,818,11,29
,,,,,,,,,,,,,0,0,
1277,4/9/2014,434,22,388,104,22,34,10,7,10,4,US,1004,27,29
,,,,,,,,,,,,,0,0,
3595,2/28/2014,631,43,239,128,76,21,6,8,12,3,SP,1138,26,29
,,,,,,,,,,,,,0,0,
5735,2/13/2014,1156,120,915,94,144,96,3,4,10,1,SP,2525,17,29
,,,,,,,,,,,,,0,0,
5350,2/13/2014,1156,120,915,94,144,96,3,4,10,1,SA,2525,17,29
,,,,,,,,,,,,,0,0,
4137,12/6/2013,398,40,367,119,122,30,7,4,4,4,AUS,1076,15,29
,,,,,,,,,,,,,0,0,
6357,11/17/2013,230,35,75,63,57,31,7,1,7,5,SA,491,15,29
,,,,,,,,,,,,,0,0,
9316,11/2/2013,2,0,7,3,7,10,1,0,3,6,US,29,4,29
,,,,,,,,,,,,,0,0,
3578,10/20/2013,122,21,43,25,10,15,3,1,6,6,SP,236,10,29
,,,,,,,,,,,,,0,0,
153,10/17/2013,19,3,6,4,2,12,1,0,3,4,SP,46,4,29
,,,,,,,,,,,,,0,0,
10524,6/20/2013,386,23,95,54,41,196,2,11,5,2,CA,795,18,29
,,,,,,,,,,,,,0,0,
1518,6/17/2013,379,6,157,25,91,91,9,3,7,7,SP,749,19,29
,,,,,,,,,,,,,0,0,
2036,6/11/2013,243,11,119,10,3,15,4,2,8,4,IND,401,14,29
,,,,,,,,,,,,,0,0,
9495,5/8/2013,358,108,413,141,97,32,2,8,6,1,SP,1149,16,29
,,,,,,,,,,,,,0,0,
2631,5/8/2013,358,108,413,141,97,32,2,8,6,1,SP,1149,16,29
,,,,,,,,,,,,,0,0,
6312,3/17/2013,258,107,291,84,37,86,10,3,13,7,GER,863,26,29
,,,,,,,,,,,,,0,0,
615,3/11/2013,65,36,74,38,20,110,5,1,4,7,SP,343,10,29
,,,,,,,,,,,,,0,0,
4406,1/16/2013,846,84,352,91,56,42,9,4,8,5,CA,1471,21,29
,,,,,,,,,,,,,0,0,
10061,1/5/2013,724,17,143,0,8,196,9,2,12,7,US,1088,23,29
,,,,,,,,,,,,,0,0,
10619,12/3/2012,770,29,890,250,27,24,7,3,7,3,SA,1990,17,29
,,,,,,,,,,,,,0,0,
4945,11/7/2012,815,10,239,28,10,108,10,4,12,6,SP,1210,26,29
,,,,,,,,,,,,,0,0,
1777,9/7/2012,2,2,11,41,7,11,2,0,3,8,SP,74,5,29
,,,,,,,,,,,,,0,0,
4023,9/6/2012,16,17,19,20,21,22,3,2,2,8,SP,115,7,29
,,,,,,,,,,,,,0,0,
7922,8/12/2012,819,0,72,12,0,63,11,2,10,7,SA,966,23,29
,,,,,,,,,,,,,0,0,
10699,6/16/2014,46,0,40,3,0,3,3,0,3,8,SA,92,6,30
,,,,,,,,,,,,,0,0,
7516,5/22/2014,5,3,11,12,5,9,2,0,3,6,GER,45,5,30
,,,,,,,,,,,,,0,0,
3129,5/22/2014,5,3,11,12,5,9,2,0,3,6,SP,45,5,30
,,,,,,,,,,,,,0,0,
5121,3/21/2014,479,5,82,7,17,171,7,6,5,5,CA,761,18,30
,,,,,,,,,,,,,0,0,
2186,3/10/2014,938,142,754,159,81,183,5,10,6,2,SP,2257,21,30
,,,,,,,,,,,,,0,0,
10548,3/9/2014,283,17,372,138,106,44,3,8,12,1,GER,960,23,30
,,,,,,,,,,,,,0,0,
6384,2/11/2014,909,12,278,0,12,242,5,2,11,8,US,1453,18,30
,,,,,,,,,,,,,0,0,
2625,11/17/2013,156,29,56,30,32,47,3,2,7,3,SA,350,12,30
,,,,,,,,,,,,,0,0,
1676,10/30/2013,213,2,44,0,2,5,4,2,5,5,SP,266,11,30
,,,,,,,,,,,,,0,0,
5534,10/20/2013,123,1,26,2,0,72,3,2,3,7,SP,224,8,30
,,,,,,,,,,,,,0,0,
6859,10/8/2013,37,4,24,16,9,9,4,0,3,9,SP,99,7,30
,,,,,,,,,,,,,0,0,
271,10/2/2013,154,0,50,6,11,37,3,4,3,6,CA,258,10,30
,,,,,,,,,,,,,0,0,
7699,10/2/2013,154,0,50,6,11,37,3,4,3,6,CA,258,10,30
,,,,,,,,,,,,,0,0,
7832,8/28/2013,940,44,396,0,88,58,8,7,7,4,SP,1526,22,30
,,,,,,,,,,,,,0,0,
938,7/30/2013,51,1,7,2,1,25,2,1,2,8,SP,87,5,30
,,,,,,,,,,,,,0,0,
7873,7/6/2013,141,11,114,15,14,5,4,1,7,5,CA,300,12,30
,,,,,,,,,,,,,0,0,
9967,5/30/2013,160,15,196,15,11,50,6,1,7,8,US,447,14,30
,,,,,,,,,,,,,0,0,
1087,5/22/2013,16,14,36,37,22,48,4,1,2,9,SP,173,7,30
,,,,,,,,,,,,,0,0,
8314,4/5/2013,557,129,761,29,185,111,5,6,7,2,SP,1772,18,30
,,,,,,,,,,,,,0,0,
3762,4/2/2013,196,0,512,33,130,54,3,5,8,1,SA,925,16,30
,,,,,,,,,,,,,0,0,
10383,4/2/2013,295,35,482,121,120,40,5,5,10,3,AUS,1093,20,30
,,,,,,,,,,,,,0,0,
6798,3/20/2013,231,7,137,4,15,39,5,1,8,7,SA,433,14,30
,,,,,,,,,,,,,0,0,
4168,3/20/2013,231,7,137,4,15,39,5,1,8,7,SP,433,14,30
,,,,,,,,,,,,,0,0,
6690,3/14/2013,38,4,22,4,2,20,3,1,3,7,SA,90,7,30
,,,,,,,,,,,,,0,0,
10602,2/14/2013,29,12,59,19,1,36,3,0,4,8,IND,156,7,30
,,,,,,,,,,,,,0,0,
3220,2/14/2013,29,12,59,19,1,36,3,0,4,8,GER,156,7,30
,,,,,,,,,,,,,0,0,
5424,2/14/2013,29,12,59,19,1,36,3,0,4,8,SA,156,7,30
,,,,,,,,,,,,,0,0,
7488,1/22/2013,420,15,186,151,38,15,5,3,13,3,SP,825,21,30
,,,,,,,,,,,,,0,0,
5289,11/9/2012,8,4,12,15,4,29,1,1,2,4,AUS,72,4,30
,,,,,,,,,,,,,0,0,
347,9/8/2012,229,27,71,13,3,34,7,1,5,9,CA,377,13,30
,,,,,,,,,,,,,0,0,
5236,8/25/2012,1230,0,396,232,178,158,10,2,8,5,SP,2194,20,30
,,,,,,,,,,,,,0,0,
9478,8/14/2012,91,64,128,65,3,50,4,3,6,3,SP,401,13,30
,,,,,,,,,,,,,0,0,
477,6/17/2014,1060,61,835,80,20,101,4,7,10,1,SP,2157,21,31
,,,,,,,,,,,,,0,0,
7411,6/5/2014,11,0,5,0,0,1,1,0,3,6,SA,17,4,31
,,,,,,,,,,,,,0,0,
3107,5/2/2014,121,24,124,24,15,42,4,1,7,2,AUS,350,12,31
,,,,,,,,,,,,,0,0,
7437,4/28/2014,13,0,8,2,1,5,1,0,4,3,AUS,29,5,31
,,,,,,,,,,,,,0,0,
255,3/30/2014,17,0,2,0,0,2,1,0,3,6,SP,21,4,31
,,,,,,,,,,,,,0,0,
3790,1/23/2014,8,1,5,0,0,1,1,0,2,6,SA,15,3,31
,,,,,,,,,,,,,0,0,
